head,tail,context,section,source_type,weak_label,weak_label_source,label,pair_id,candidate_id,text_basic,text_marked,llm_judge_raw_response,llm_judge_parse_status,llm_judge_model
Detlinde,Letizia,"While she has a claim on the title of Aub, her niece Letizia has already been selected as the successor.",History,prose,family,keyword:\bniece\b,family,Detlinde || Letizia,cand_000045,"While she has a claim on the title of Aub, her niece Letizia has already been selected as the successor.","section=History source=prose [HEAD] Detlinde [/HEAD] While she has a claim on the title of Aub, her niece [TAIL] Letizia [/TAIL] has already been selected as the successor.",family,parsed,google/gemma-2-2b-it
Aurelia,Claudio,Infobox field family/Uncle: Gieselfried (Deceased) Claudio (In-Law),infobox,infobox,family,infobox:family/Uncle,romantic,Aurelia || Claudio,cand_000046,Infobox field family/Uncle: Gieselfried (Deceased) Claudio (In-Law),section=infobox source=infobox [HEAD] Aurelia [/HEAD] Infobox field family/Uncle: Gieselfried (Deceased) [TAIL] Claudio [/TAIL] (In-Law),romantic,parsed,google/gemma-2-2b-it
Curtiss,Ferdinand,"Curtiss lures Immanuel out of his office for them, whom is quickly apprehended by bands of light by Ferdinand.",Part 5 Volume 10,prose,no_relation,keyword:none,enemy_rival,Curtiss || Ferdinand,cand_000047,"Curtiss lures Immanuel out of his office for them, whom is quickly apprehended by bands of light by Ferdinand.","section=Part 5 Volume 10 source=prose [HEAD] Curtiss [/HEAD] lures Immanuel out of his office for them, whom is quickly apprehended by bands of light by [TAIL] Ferdinand [/TAIL].",enemy_rival,parsed,google/gemma-2-2b-it
Lieseleta,Rozemyne,"For Lady Rozemyne's fourth' year at the Royal Academy, Lieseleta is chosen to accompany her as her adult retainer, with Ottilie staying behind to help contain Clarissa and prepare for her lady's move to the Sovereignty come spring.",Part 5 Volume 7,prose,service_retainer,keyword:\bretainer\b,service_retainer,Lieseleta || Rozemyne,cand_000048,"For Lady Rozemyne's fourth' year at the Royal Academy, Lieseleta is chosen to accompany her as her adult retainer, with Ottilie staying behind to help contain Clarissa and prepare for her lady's move to the Sovereignty come spring.","section=Part 5 Volume 7 source=prose For Lady [TAIL] Rozemyne [/TAIL]'s fourth' year at the Royal Academy, [HEAD] Lieseleta [/HEAD] is chosen to accompany her as her adult retainer, with Ottilie staying behind to help contain Clarissa and prepare for her lady's move to the Sovereignty come spring.",service_retainer,parsed,google/gemma-2-2b-it
Cornelius,Eckhart,"Because his father Karstedt is the commander of the Knight's Order and his brothers Eckhart and Lamprecht both serve as guard knights, Cornelius ""never once considered becoming an attendant or scholar.",History,prose,service_retainer,"keyword:\bguard knights\b,\battendant\b,\bscholar\b",family,Cornelius || Eckhart,cand_000049,"Because his father Karstedt is the commander of the Knight's Order and his brothers Eckhart and Lamprecht both serve as guard knights, Cornelius ""never once considered becoming an attendant or scholar.","section=History source=prose Because his father Karstedt is the commander of the Knight's Order and his brothers [TAIL] Eckhart [/TAIL] and Lamprecht both serve as guard knights, [HEAD] Cornelius [/HEAD] ""never once considered becoming an attendant or scholar.",family,parsed,google/gemma-2-2b-it
Sylvester,Detlinde,"Infobox field family/Relatives: Karstedt (Cousin) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased) Rudiger (Nephew)",infobox,infobox,family,infobox:family/Relatives,family,Sylvester || Detlinde,cand_000050,"Infobox field family/Relatives: Karstedt (Cousin) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased) Rudiger (Nephew)","section=infobox source=infobox [HEAD] Sylvester [/HEAD] Infobox field family/Relatives: Karstedt (Cousin) [TAIL] Detlinde [/TAIL] (Niece) Alstede (Niece) Wolfram (Nephew, Deceased) Rudiger (Nephew)",family,parsed,google/gemma-2-2b-it
Ferdinand,Sergius,He specializes in collecting information. * Sergius - An Ahrensbach noble assigned to be his attendant upon his arrival in Ahrensbach. *Eckhart - An archnoble who serves as a guard knight.,Current,prose,service_retainer,"keyword:\bguard knight\b,\battendant\b,\bserves\b",service_retainer,Ferdinand || Sergius,cand_000051,He specializes in collecting information. * Sergius - An Ahrensbach noble assigned to be his attendant upon his arrival in Ahrensbach. *Eckhart - An archnoble who serves as a guard knight.,section=Current source=prose [HEAD] Ferdinand [/HEAD] He specializes in collecting information. * [TAIL] Sergius [/TAIL] - An Ahrensbach noble assigned to be his attendant upon his arrival in Ahrensbach. *Eckhart - An archnoble who serves as a guard knight.,service_retainer,parsed,google/gemma-2-2b-it
Sigiswald,Anastasius,"After some hard work on his part, Anastasius also manages to convince King Trauerqual, Aub Klassenberg, and Eglantine's biological grandfather and adoptive father, the Previous Aub Klassenberg to agree to this arrangement, making it official.",Part 4 Volume 7,prose,family,"keyword:\bfather\b,\bgrandfather\b",family,Sigiswald || Anastasius,cand_000052,"After some hard work on his part, Anastasius also manages to convince King Trauerqual, Aub Klassenberg, and Eglantine's biological grandfather and adoptive father, the Previous Aub Klassenberg to agree to this arrangement, making it official.","section=Part 4 Volume 7 source=prose [HEAD] Sigiswald [/HEAD] After some hard work on his part, [TAIL] Anastasius [/TAIL] also manages to convince King Trauerqual, Aub Klassenberg, and Eglantine's biological grandfather and adoptive father, the Previous Aub Klassenberg to agree to this arrangement, making it official.",family,parsed,google/gemma-2-2b-it
Kai,Myne,They also marvel at how much Myne had already helped them despite or maybe exactly because of being just a commoner.,Story,prose,no_relation,keyword:none,no_relation,Kai || Myne,cand_000053,They also marvel at how much Myne had already helped them despite or maybe exactly because of being just a commoner.,section=Story source=prose [HEAD] Kai [/HEAD] They also marvel at how much [TAIL] Myne [/TAIL] had already helped them despite or maybe exactly because of being just a commoner.,no_relation,parsed,google/gemma-2-2b-it
Ferdinand,Myne,"Ferdinand (フェルディナンド, Ferudinando) is the former High Priest of the Ehrenfest temple who served as Myne's teacher.",lead,prose,service_retainer,keyword:\bserved\b,service_retainer,Ferdinand || Myne,cand_000054,"Ferdinand (フェルディナンド, Ferudinando) is the former High Priest of the Ehrenfest temple who served as Myne's teacher.","section=lead source=prose [HEAD] Ferdinand [/HEAD] (フェルディナンド, Ferudinando) is the former High Priest of the Ehrenfest temple who served as [TAIL] Myne [/TAIL]'s teacher.",service_retainer,parsed,google/gemma-2-2b-it
Raublut,Gervasio,"After Gervasio obtains the final tablet from the Royal Academy Shrines, Raublut takes him and his retainers to the Royal Academy Library, with some of the retainers disguised as Sovereign Knights and others being brought under the excuse of retrieving Hortensia's belongings from her room in the library.",Part 5 Volume 9,prose,service_retainer,keyword:\bretainers\b,service_retainer,Raublut || Gervasio,cand_000055,"After Gervasio obtains the final tablet from the Royal Academy Shrines, Raublut takes him and his retainers to the Royal Academy Library, with some of the retainers disguised as Sovereign Knights and others being brought under the excuse of retrieving Hortensia's belongings from her room in the library.","section=Part 5 Volume 9 source=prose After [TAIL] Gervasio [/TAIL] obtains the final tablet from the Royal Academy Shrines, [HEAD] Raublut [/HEAD] takes him and his retainers to the Royal Academy Library, with some of the retainers disguised as Sovereign Knights and others being brought under the excuse of retrieving Hortensia's belongings from her room in the library.",service_retainer,parsed,google/gemma-2-2b-it
Lestilaut,Hannelore,Lestilaut is an archduke candidate from Dunkelfelger and is the older brother of Hannelore.,lead,prose,family,keyword:\bbrother\b,family,Lestilaut || Hannelore,cand_000056,Lestilaut is an archduke candidate from Dunkelfelger and is the older brother of Hannelore.,section=lead source=prose [HEAD] Lestilaut [/HEAD] is an archduke candidate from Dunkelfelger and is the older brother of [TAIL] Hannelore [/TAIL].,family,parsed,google/gemma-2-2b-it
Laurenz,Rozemyne,"*Mana Affinities: Laurenz's natural affinities are currently not known, but he became omni-elemental after giving his name to Rozemyne. *Divine Protection: Laurenz has the divine protection of Angriff, the God of War and Verdraeos, the God of Deliverance. *Highbeast: Laurenz' highbeast is the shape of a large tiger.",Magical,prose,no_relation,keyword:none,no_relation,Laurenz || Rozemyne,cand_000057,"*Mana Affinities: Laurenz's natural affinities are currently not known, but he became omni-elemental after giving his name to Rozemyne. *Divine Protection: Laurenz has the divine protection of Angriff, the God of War and Verdraeos, the God of Deliverance. *Highbeast: Laurenz' highbeast is the shape of a large tiger.","section=Magical source=prose *Mana Affinities: [HEAD] Laurenz [/HEAD]'s natural affinities are currently not known, but he became omni-elemental after giving his name to [TAIL] Rozemyne [/TAIL]. *Divine Protection: Laurenz has the divine protection of Angriff, the God of War and Verdraeos, the God of Deliverance. *Highbeast: Laurenz' highbeast is the shape of a large tiger.",no_relation,parsed,google/gemma-2-2b-it
Karstedt,Heidemarie,"Infobox field family/Daughter: Heidemarie (In-Law, Deceased) Rozemyne Aurelia (In-Law)",infobox,infobox,family,infobox:family/Daughter,family,Karstedt || Heidemarie,cand_000058,"Infobox field family/Daughter: Heidemarie (In-Law, Deceased) Rozemyne Aurelia (In-Law)","section=infobox source=infobox [HEAD] Karstedt [/HEAD] Infobox field family/Daughter: [TAIL] Heidemarie [/TAIL] (In-Law, Deceased) Rozemyne Aurelia (In-Law)",family,parsed,google/gemma-2-2b-it
Bertilde,Rozemyne,"Upon their return from the Royal Academy after Rozemyne's second term, Brunhilde introduces her little sister to her future lady in the winter playroom.",Part 4 Volume 8,prose,family,keyword:\bsister\b,family,Bertilde || Rozemyne,cand_000059,"Upon their return from the Royal Academy after Rozemyne's second term, Brunhilde introduces her little sister to her future lady in the winter playroom.","section=Part 4 Volume 8 source=prose [HEAD] Bertilde [/HEAD] Upon their return from the Royal Academy after [TAIL] Rozemyne [/TAIL]'s second term, Brunhilde introduces her little sister to her future lady in the winter playroom.",family,parsed,google/gemma-2-2b-it
Effa,Tuuli,"A good-natured and hard-working woman, Effa is a loving wife to Gunther and a supportive mother to Tuuli, Myne and Kamil.",Personality,prose,romantic,keyword:\bwife\b,romantic,Effa || Tuuli,cand_000060,"A good-natured and hard-working woman, Effa is a loving wife to Gunther and a supportive mother to Tuuli, Myne and Kamil.","section=Personality source=prose A good-natured and hard-working woman, [HEAD] Effa [/HEAD] is a loving wife to Gunther and a supportive mother to [TAIL] Tuuli [/TAIL], Myne and Kamil.",romantic,parsed,google/gemma-2-2b-it
Lessy,Rozemyne,"First, Rozemyne created rides she knew from amusement parks and playground looking like a panda.",Story,prose,no_relation,keyword:none,no_relation,Lessy || Rozemyne,cand_000061,"First, Rozemyne created rides she knew from amusement parks and playground looking like a panda.","section=Story source=prose [HEAD] Lessy [/HEAD] First, [TAIL] Rozemyne [/TAIL] created rides she knew from amusement parks and playground looking like a panda.",no_relation,parsed,google/gemma-2-2b-it
